timestamp,driver_id,speed_mph,accel_ms2,harsh_brake,mileage,is_night,is_peak,road_type,lat,lon
2024-06-24T16:52:00,D00433,30.35,0.52,0,0.365,0,1,urban,41.298097,-72.922418
2024-01-19T22:39:00,D00225,36.14,1.222,0,0.64,1,0,urban,41.364912,-72.960118
2024-03-27T12:13:00,D00126,59.51,0.368,0,0.243,0,0,highway,41.262656,-72.916561
2024-01-05T18:03:00,D00464,42.18,1.189,0,0.657,0,1,urban,41.238395,-73.005081
2024-03-17T02:29:00,D00410,70.92,0.719,0,0.777,1,0,highway,41.387259,-72.903172
2024-01-22T06:46:00,D00114,75.9,1.248,0,0.522,0,0,highway,41.373478,-72.885889
2024-06-24T19:11:00,D00086,29.77,2.096,0,0.923,0,1,urban,41.258869,-72.905384
2024-02-10T19:19:00,D00100,72.22,1.137,0,0.487,0,1,highway,41.295146,-72.962193
2024-01-01T02:14:00,D00293,64.43,0.861,0,0.05,1,0,highway,41.208223,-72.955059
2024-04-26T18:17:00,D00365,74.63,1.638,0,0.603,0,1,highway,41.343191,-72.922369
2024-05-15T06:26:00,D00342,32.43,1.077,0,0.455,0,0,rural,41.265258,-72.805029
2024-03-07T18:52:00,D00201,64.81,1.308,0,0.533,0,1,highway,41.315731,-72.90959
2024-05-07T21:30:00,D00089,37.3,0.205,0,0.928,0,0,urban,41.338948,-72.934949
2024-01-18T02:38:00,D00134,44.51,0.51,0,0.43,1,0,urban,41.242173,-72.95221
2024-03-25T14:12:00,D00161,59.5,3.307,0,1.11,0,0,highway,41.283846,-72.937198
2024-01-06T19:37:00,D00467,57.12,1.326,0,0.944,0,1,highway,41.347428,-72.972945
2024-06-16T08:09:00,D00475,72.95,0.363,0,0.83,0,1,highway,41.32465,-72.967526
2024-03-25T15:07:00,D00318,65.0,0.687,0,0.824,0,0,highway,41.287693,-73.018285
2024-01-24T01:11:00,D00488,53.48,0.646,0,1.071,1,0,highway,41.306373,-72.840918
2024-02-25T00:33:00,D00083,34.71,0.496,0,1.028,1,0,urban,41.337978,-72.851052
2024-01-30T21:23:00,D00060,39.1,2.39,0,0.724,0,0,rural,41.367981,-73.036431
2024-02-13T02:34:00,D00363,31.6,1.218,0,0.646,1,0,urban,41.288571,-73.03436
2024-03-30T08:31:00,D00118,16.98,1.092,0,0.05,0,1,urban,41.339014,-72.890207
2024-02-14T00:02:00,D00371,20.88,1.393,0,0.941,1,0,rural,41.336573,-72.836089
2024-04-11T14:10:00,D00380,67.16,1.117,0,0.88,0,0,highway,41.356673,-72.913253
2024-06-16T16:01:00,D00364,76.46,1.495,0,0.964,0,1,highway,41.341194,-72.792363
2024-02-08T13:53:00,D00145,32.58,2.192,1,0.544,0,0,urban,41.354097,-72.933357
2024-03-10T23:13:00,D00134,65.25,0.802,0,0.711,1,0,rural,41.28941,-72.882084
2024-01-09T02:53:00,D00312,42.18,1.583,0,0.27,1,0,rural,41.349756,-72.907657
2024-03-06T03:40:00,D00095,75.1,2.055,0,0.689,1,0,highway,41.300067,-73.015505
2024-06-18T19:24:00,D00191,71.37,1.714,1,0.962,0,1,highway,41.214739,-72.834784
2024-05-27T06:52:00,D00228,19.82,0.828,0,1.043,0,0,urban,41.321095,-72.895313
2024-02-09T08:48:00,D00378,23.25,1.839,1,1.58,0,1,urban,41.358075,-72.879343
2024-06-01T21:21:00,D00292,38.87,2.066,0,1.029,0,0,urban,41.345575,-72.941446
2024-03-09T02:17:00,D00029,60.72,0.0,0,1.192,1,0,highway,41.275069,-72.90987
2024-05-12T02:36:00,D00346,79.86,0.85,1,0.978,1,0,highway,41.303039,-72.947662
2024-04-16T17:34:00,D00189,74.69,1.469,0,0.501,0,1,highway,41.331285,-72.878472
2024-03-07T11:30:00,D00180,22.33,1.323,0,0.733,0,0,urban,41.30016,-72.8231
2024-04-01T00:53:00,D00462,59.55,1.656,0,0.517,1,0,rural,41.352203,-72.99655
2024-05-24T09:32:00,D00312,55.06,0.37,0,0.397,0,1,highway,41.343899,-72.986974
2024-01-27T12:52:00,D00275,37.96,0.0,0,1.499,0,0,urban,41.314917,-72.924504
2024-01-03T14:21:00,D00492,50.04,0.963,0,0.356,0,0,highway,41.170816,-72.939606
2024-03-19T23:42:00,D00060,56.23,1.654,0,0.908,1,0,rural,41.357374,-72.986141
2024-06-27T02:41:00,D00262,80.52,1.452,0,0.763,1,0,highway,41.376493,-72.939733
2024-01-20T13:23:00,D00159,50.54,0.805,0,0.318,0,0,highway,41.276881,-72.964331
2024-05-13T04:14:00,D00154,24.41,0.438,0,0.393,1,0,urban,41.316403,-72.891414
2024-02-01T13:59:00,D00046,68.22,0.283,1,1.16,0,0,highway,41.197591,-72.910614
2024-02-07T14:10:00,D00162,18.24,1.424,0,0.641,0,0,urban,41.238978,-72.998398
2024-02-07T10:33:00,D00426,36.04,1.762,0,0.781,0,1,urban,41.364934,-72.864673
2024-01-24T13:58:00,D00360,80.53,1.608,0,0.785,0,0,highway,41.31223,-72.961804
2024-02-06T02:25:00,D00278,81.55,1.364,0,1.211,1,0,highway,41.317921,-72.871297
2024-02-14T16:03:00,D00484,63.73,0.815,0,1.18,0,1,highway,41.220039,-72.879209
2024-06-01T17:00:00,D00446,36.38,0.06,0,0.758,0,1,rural,41.366777,-72.936833
2024-05-29T18:48:00,D00107,40.8,1.172,0,1.063,0,1,rural,41.314731,-72.808552
2024-05-21T15:22:00,D00076,61.67,0.977,0,0.555,0,0,highway,41.303834,-73.007803
2024-03-27T09:49:00,D00140,69.1,0.911,0,0.441,0,1,highway,41.281409,-72.866479
2024-06-08T00:50:00,D00304,76.79,0.871,0,0.746,1,0,highway,41.239203,-72.954494
2024-02-23T15:06:00,D00155,51.65,0.84,0,0.05,0,0,urban,41.320141,-72.832755
2024-02-08T20:47:00,D00361,64.18,1.167,0,0.446,0,0,highway,41.31463,-72.957084
2024-05-28T16:22:00,D00010,55.98,1.682,0,0.471,0,1,highway,41.281836,-72.924236
2024-02-29T18:56:00,D00187,22.92,1.266,0,0.734,0,1,urban,41.267312,-72.922332
2024-03-16T22:43:00,D00475,64.35,1.156,0,1.112,1,0,highway,41.269574,-72.958847
2024-01-28T15:15:00,D00487,70.79,0.407,0,0.388,0,0,highway,41.26942,-72.959404
2024-04-19T16:33:00,D00176,62.41,0.782,0,0.347,0,1,highway,41.393605,-72.871925
2024-01-14T07:59:00,D00127,43.18,0.932,0,0.456,0,1,rural,41.342688,-72.867256
2024-06-23T06:16:00,D00081,37.35,0.862,0,0.686,0,0,urban,41.291935,-72.935304
2024-06-22T04:42:00,D00474,47.84,1.017,0,0.967,1,0,rural,41.308272,-72.925915
2024-03-29T13:49:00,D00072,50.05,1.861,0,0.969,0,0,rural,41.295259,-73.033284
2024-06-01T22:50:00,D00335,43.35,2.271,0,0.721,1,0,rural,41.345664,-72.925029
2024-01-07T19:04:00,D00269,29.38,0.443,0,0.804,0,1,urban,41.352248,-73.002769
2024-02-27T18:04:00,D00297,50.25,0.767,0,0.695,0,1,highway,41.341906,-72.904144
2024-06-15T03:54:00,D00173,78.69,2.588,0,0.901,1,0,highway,41.316162,-72.938352
2024-04-14T17:03:00,D00076,51.13,0.323,0,0.16,0,1,rural,41.344791,-72.837454
2024-05-18T21:25:00,D00266,71.51,1.115,0,0.87,0,0,highway,41.23024,-72.900757
2024-03-05T17:45:00,D00407,58.76,0.033,0,0.643,0,1,highway,41.254513,-72.955629
2024-03-19T11:27:00,D00195,37.16,0.678,0,0.527,0,0,rural,41.333791,-72.900307
2024-02-06T05:49:00,D00187,16.83,0.201,1,1.159,1,0,urban,41.212225,-72.87145
2024-05-10T02:13:00,D00236,64.88,0.825,0,1.253,1,0,highway,41.240795,-72.847689
2024-04-01T18:28:00,D00252,50.99,0.302,0,0.667,0,1,highway,41.218157,-72.965508
2024-06-03T09:03:00,D00073,72.03,1.052,0,1.118,0,1,highway,41.248165,-72.942218
2024-03-02T03:39:00,D00041,70.17,1.696,0,0.769,1,0,highway,41.286777,-72.888073
2024-04-07T12:12:00,D00261,69.01,1.471,0,0.971,0,0,highway,41.316831,-72.955922
2024-04-03T22:30:00,D00446,66.32,0.67,1,0.937,1,0,highway,41.335566,-72.916317
2024-06-25T09:11:00,D00268,30.3,0.662,0,0.952,0,1,urban,41.320893,-72.99814
2024-04-18T05:55:00,D00172,58.6,1.892,0,0.796,1,0,rural,41.387811,-72.919935
2024-05-21T23:23:00,D00321,65.65,1.044,0,0.285,1,0,highway,41.336558,-73.057994
2024-03-31T17:33:00,D00136,63.39,1.475,0,0.638,0,1,highway,41.358128,-72.977585
2024-03-08T02:07:00,D00131,70.34,1.925,0,0.836,1,0,highway,41.252152,-72.889557
2024-02-17T10:12:00,D00327,54.98,0.0,0,0.417,0,1,urban,41.23595,-72.841782
2024-04-04T19:35:00,D00253,31.06,0.846,1,0.308,0,1,urban,41.209413,-72.940978
2024-01-30T07:32:00,D00126,61.94,0.481,1,0.935,0,1,highway,41.250616,-72.919978
2024-04-17T21:49:00,D00195,43.59,1.216,0,1.087,0,0,rural,41.31303,-72.888666
2024-06-27T08:17:00,D00035,60.48,0.561,1,0.702,0,1,highway,41.282697,-72.857856
2024-04-03T11:51:00,D00072,72.05,1.717,0,0.822,0,0,highway,41.313677,-72.917145
2024-06-03T05:38:00,D00205,70.15,1.037,0,0.617,1,0,highway,41.329414,-72.874477
2024-06-22T17:00:00,D00053,39.72,1.819,0,1.241,0,1,rural,41.303552,-72.944508
2024-02-16T05:02:00,D00368,65.65,0.794,0,0.778,1,0,highway,41.344875,-72.970237
2024-03-12T23:18:00,D00231,43.3,0.734,1,1.255,1,0,rural,41.339971,-72.89765
2024-06-17T16:03:00,D00476,82.58,0.395,0,0.374,0,1,highway,41.325052,-72.925315
2024-03-26T23:22:00,D00335,69.86,0.46,0,0.806,1,0,highway,41.30221,-72.951321
2024-05-06T22:46:00,D00053,64.55,1.326,0,0.737,1,0,highway,41.309004,-72.938657
2024-02-14T00:08:00,D00277,38.1,0.805,0,1.014,1,0,urban,41.28659,-72.88838
2024-03-03T04:03:00,D00203,39.15,0.84,0,0.28,1,0,rural,41.312934,-72.966318
2024-03-21T07:54:00,D00247,37.74,1.216,0,0.423,0,1,urban,41.243955,-72.848759
2024-05-15T19:44:00,D00246,54.09,2.024,0,0.312,0,1,highway,41.35543,-72.903285
2024-05-04T22:34:00,D00025,25.87,1.253,0,1.162,1,0,urban,41.249177,-72.9113
2024-01-08T02:44:00,D00140,69.94,0.967,0,1.076,1,0,highway,41.338723,-72.938614
2024-05-28T09:56:00,D00293,54.71,0.0,0,1.46,0,1,rural,41.280973,-73.027107
2024-03-30T07:58:00,D00127,39.83,1.216,0,1.14,0,1,urban,41.229283,-72.905567
2024-05-05T13:11:00,D00048,55.33,0.833,1,0.628,0,0,urban,41.263799,-73.066034
2024-01-13T10:40:00,D00008,28.37,0.998,0,0.898,0,1,urban,41.376739,-72.925103
2024-01-21T04:34:00,D00105,33.62,2.184,0,0.804,1,0,urban,41.189131,-72.902065
2024-04-29T17:43:00,D00312,48.68,1.074,1,0.628,0,1,rural,41.312533,-72.789528
2024-02-18T12:25:00,D00096,27.93,1.489,0,0.738,0,0,urban,41.273712,-72.852799
2024-01-09T01:52:00,D00256,40.98,0.0,0,0.913,1,0,urban,41.368763,-72.849333
2024-04-07T02:12:00,D00305,73.04,0.833,1,1.076,1,0,rural,41.253267,-72.939822
2024-05-02T17:47:00,D00269,30.53,0.83,0,0.704,0,1,urban,41.347817,-73.004543
2024-03-25T07:20:00,D00126,28.3,0.0,0,0.219,0,1,urban,41.32374,-72.972273
2024-02-28T01:02:00,D00462,37.41,2.223,0,0.556,1,0,urban,41.265003,-73.010275
2024-01-19T19:52:00,D00030,35.16,0.134,0,1.275,0,1,urban,41.271051,-72.959504
2024-02-19T04:02:00,D00308,56.09,1.014,0,1.537,1,0,highway,41.279458,-72.928742
2024-06-26T10:13:00,D00434,71.29,0.411,0,1.148,0,1,highway,41.301813,-72.924394
2024-02-12T06:30:00,D00453,47.18,0.681,0,1.087,0,0,urban,41.281546,-72.948058
2024-04-17T19:12:00,D00316,49.73,0.0,0,0.34,0,1,rural,41.300569,-72.987344
2024-06-18T06:19:00,D00349,31.19,0.651,0,0.915,0,0,urban,41.337508,-72.973281
2024-02-15T21:35:00,D00401,48.27,1.538,0,0.765,0,0,urban,41.302584,-72.922545
2024-04-23T15:09:00,D00158,72.47,0.654,0,1.574,0,0,highway,41.302196,-73.037527
2024-02-28T15:22:00,D00208,34.58,1.297,0,0.926,0,0,urban,41.353563,-72.943256
2024-02-21T08:09:00,D00448,77.82,0.837,0,0.994,0,1,highway,41.222726,-72.938662
2024-05-24T04:33:00,D00411,78.49,1.139,0,1.179,1,0,highway,41.281201,-72.870487
2024-06-03T14:44:00,D00320,80.15,0.0,0,1.021,0,0,highway,41.332312,-72.907514
2024-05-30T13:42:00,D00351,37.32,1.145,0,0.762,0,0,urban,41.286619,-73.032151
2024-04-30T03:09:00,D00463,26.95,1.178,0,1.265,1,0,urban,41.392419,-72.871222
2024-06-11T02:40:00,D00138,78.65,2.436,0,0.774,1,0,highway,41.327364,-72.968691
2024-04-12T19:38:00,D00144,46.45,1.3,0,1.148,0,1,urban,41.312436,-72.857392
2024-06-15T00:44:00,D00448,46.89,0.481,0,0.9,1,0,urban,41.212611,-72.875986
2024-05-23T18:35:00,D00136,84.51,0.502,0,1.09,0,1,highway,41.241756,-73.011302
2024-02-24T07:44:00,D00147,64.13,0.603,0,0.56,0,1,highway,41.274145,-72.851032
2024-04-20T13:41:00,D00263,69.34,0.866,0,0.455,0,0,highway,41.305516,-72.927634
2024-02-12T07:49:00,D00265,42.7,0.617,0,0.769,0,1,rural,41.25983,-72.975742
2024-06-26T15:36:00,D00066,46.7,0.417,0,0.857,0,0,urban,41.37263,-72.96924
2024-02-29T21:56:00,D00087,46.85,0.635,0,0.3,0,0,rural,41.287172,-72.92196
2024-03-31T13:43:00,D00064,67.83,0.848,0,0.716,0,0,highway,41.326574,-72.849611
2024-01-17T18:59:00,D00212,74.63,0.177,0,0.185,0,1,highway,41.296311,-72.863558
2024-04-13T13:16:00,D00047,24.41,1.492,0,0.851,0,0,urban,41.327961,-72.970999
2024-04-20T09:08:00,D00473,71.05,0.0,0,0.76,0,1,highway,41.305769,-72.892573
2024-01-19T02:15:00,D00126,29.6,1.585,1,0.861,1,0,urban,41.372796,-73.014631
2024-05-17T02:53:00,D00053,33.05,0.342,0,1.405,1,0,urban,41.285183,-72.929182
2024-05-04T12:56:00,D00256,64.32,1.813,1,0.178,0,0,highway,41.359276,-72.869895
2024-05-23T12:14:00,D00373,63.34,1.052,0,0.381,0,0,highway,41.340238,-72.911323
2024-02-03T02:03:00,D00350,25.37,0.786,0,0.163,1,0,urban,41.395932,-72.886614
2024-04-08T09:26:00,D00200,28.31,1.705,0,0.963,0,1,urban,41.257757,-72.852675
2024-03-24T07:17:00,D00206,69.31,0.853,0,0.643,0,1,highway,41.38228,-72.933327
2024-02-19T06:14:00,D00458,34.19,0.761,0,1.139,0,0,urban,41.352014,-72.976995
2024-06-18T02:50:00,D00309,31.21,0.616,0,0.672,1,0,rural,41.287275,-72.95459
2024-04-06T16:07:00,D00255,59.47,1.479,0,0.439,0,1,highway,41.308759,-72.933713
2024-01-01T04:16:00,D00393,67.03,1.933,0,0.973,1,0,rural,41.302923,-72.900183
2024-02-25T07:24:00,D00157,62.65,0.711,0,0.601,0,1,rural,41.277259,-72.88859
2024-01-27T20:39:00,D00124,40.07,1.488,1,0.844,0,0,urban,41.29132,-72.97239
2024-01-31T11:18:00,D00185,42.4,2.315,0,1.0,0,0,urban,41.216123,-72.961776
2024-04-16T03:53:00,D00240,51.58,0.62,0,0.907,1,0,highway,41.35299,-72.890281
2024-01-04T18:50:00,D00022,48.24,0.659,1,0.767,0,1,rural,41.275141,-72.961012
2024-06-21T09:14:00,D00376,77.21,0.141,0,0.612,0,1,highway,41.287855,-72.925841
2024-02-17T00:40:00,D00309,43.89,0.0,0,1.481,1,0,urban,41.387096,-72.836352
2024-06-16T12:10:00,D00247,68.11,0.638,0,1.08,0,0,highway,41.322141,-72.995421
2024-05-28T10:31:00,D00238,67.33,0.088,0,0.66,0,1,highway,41.270764,-72.845767
2024-04-27T22:05:00,D00152,67.2,1.083,0,1.209,1,0,highway,41.249816,-72.890157
2024-03-19T10:33:00,D00271,49.99,0.995,0,0.356,0,1,highway,41.306928,-72.912678
2024-02-12T05:47:00,D00079,66.03,1.245,0,0.781,1,0,highway,41.306763,-72.957101
2024-05-01T03:18:00,D00293,71.86,1.554,0,0.891,1,0,highway,41.242232,-72.950254
2024-05-17T15:36:00,D00403,79.41,0.839,0,0.63,0,0,highway,41.269977,-72.988403
2024-01-26T17:30:00,D00042,78.39,1.021,0,0.109,0,1,highway,41.361316,-72.94142
2024-05-11T16:37:00,D00116,83.47,0.813,0,1.17,0,1,highway,41.327232,-73.030136
2024-03-11T05:52:00,D00411,31.63,0.205,0,0.896,1,0,urban,41.303308,-72.899307
2024-06-22T14:59:00,D00457,68.68,0.55,0,1.241,0,0,highway,41.302349,-72.97239
2024-05-17T05:42:00,D00053,69.12,1.928,0,0.484,1,0,highway,41.304511,-72.950459
2024-05-01T04:46:00,D00404,44.68,1.577,0,0.86,1,0,rural,41.293797,-72.927693
2024-01-03T21:34:00,D00402,85.9,1.878,0,0.5,0,0,highway,41.307853,-73.014168
2024-02-24T14:25:00,D00014,72.9,0.773,0,0.393,0,0,highway,41.263032,-72.920196
2024-01-10T20:28:00,D00389,49.22,2.407,0,1.505,0,0,urban,41.337866,-72.978701
2024-05-08T16:28:00,D00061,75.05,1.166,0,0.515,0,1,highway,41.320056,-72.867126
2024-06-18T02:00:00,D00094,40.3,0.293,0,0.865,1,0,rural,41.342683,-72.900594
2024-05-10T20:41:00,D00012,69.0,1.669,0,0.818,0,0,highway,41.27712,-72.954225
2024-06-25T14:08:00,D00300,76.95,0.642,1,0.889,0,0,highway,41.288411,-72.909284
2024-01-18T03:55:00,D00202,45.08,1.373,0,0.587,1,0,urban,41.269476,-72.794312
2024-01-24T18:00:00,D00081,63.81,0.655,0,0.493,0,1,highway,41.277318,-72.973785
2024-04-03T07:04:00,D00422,72.67,0.094,0,0.862,0,1,highway,41.339655,-72.908899
2024-02-19T16:01:00,D00009,56.04,0.618,0,0.323,0,1,highway,41.237197,-72.968992
2024-05-24T17:17:00,D00154,23.42,1.331,0,0.599,0,1,urban,41.366475,-72.94321
2024-01-26T13:47:00,D00024,67.93,1.3,0,1.046,0,0,highway,41.257041,-72.877051
2024-02-28T06:55:00,D00250,67.05,1.253,0,0.155,0,0,highway,41.321054,-72.957499
2024-03-26T12:28:00,D00245,75.87,2.046,0,0.991,0,0,highway,41.363166,-72.890836
2024-02-27T10:49:00,D00386,56.91,1.599,0,0.505,0,1,highway,41.240807,-72.884283
2024-06-16T16:48:00,D00373,19.19,0.628,0,0.493,0,1,urban,41.291429,-72.922528
2024-03-14T04:05:00,D00293,69.21,0.842,0,0.514,1,0,highway,41.362373,-72.944212
2024-02-29T07:03:00,D00315,41.78,0.771,0,1.069,0,1,highway,41.280441,-72.862674
2024-03-11T16:30:00,D00060,74.26,1.042,1,0.627,0,1,highway,41.335998,-72.95705
2024-06-05T05:43:00,D00217,67.75,1.308,0,1.881,1,0,highway,41.334098,-72.903668
2024-06-02T22:18:00,D00448,61.24,0.892,0,1.102,1,0,highway,41.300214,-72.9614
2024-06-04T08:59:00,D00126,60.29,1.158,0,0.822,0,1,highway,41.274607,-72.940963
2024-06-15T20:20:00,D00459,67.67,1.005,0,0.422,0,0,highway,41.226898,-72.945308
2024-05-08T19:58:00,D00357,44.3,1.711,1,0.823,0,1,rural,41.329316,-72.886616
2024-01-11T07:32:00,D00018,12.77,1.431,1,0.05,0,1,urban,41.319075,-72.974316
2024-01-09T11:19:00,D00194,66.13,0.16,0,0.596,0,0,highway,41.307886,-72.958312
2024-01-08T06:39:00,D00400,46.17,2.016,0,0.774,0,0,rural,41.329606,-72.929071
2024-01-17T13:15:00,D00394,19.62,1.044,0,0.484,0,0,urban,41.295289,-73.020812
2024-05-22T17:50:00,D00292,52.01,0.279,0,1.385,0,1,rural,41.332972,-72.929917
2024-06-21T05:42:00,D00217,28.51,1.31,0,1.23,1,0,urban,41.3087,-72.933667
2024-06-03T01:45:00,D00340,48.97,1.762,0,0.238,1,0,urban,41.378474,-72.944945
2024-06-09T12:37:00,D00499,28.99,2.409,0,0.822,0,0,urban,41.289628,-72.8726
2024-05-15T23:12:00,D00294,64.97,1.885,0,1.052,1,0,highway,41.38139,-72.970205
2024-05-26T04:19:00,D00133,57.02,0.216,0,1.522,1,0,highway,41.376423,-73.022699
2024-01-28T19:12:00,D00485,51.23,0.254,0,0.052,0,1,rural,41.297159,-72.871002
2024-04-18T18:05:00,D00278,63.17,1.939,0,0.831,0,1,rural,41.296437,-72.988518
2024-03-31T16:59:00,D00320,69.18,2.276,0,1.008,0,1,highway,41.296124,-72.861793
2024-03-12T19:00:00,D00380,46.36,0.431,0,0.312,0,1,urban,41.277019,-72.874114
2024-06-13T17:23:00,D00156,44.67,0.976,0,0.545,0,1,rural,41.310317,-72.943513
2024-02-14T11:07:00,D00229,69.2,1.571,0,1.257,0,0,highway,41.325897,-72.904337
2024-02-14T08:46:00,D00384,50.1,1.233,0,0.942,0,1,rural,41.29498,-72.960353
2024-02-06T12:06:00,D00230,34.24,0.083,0,0.712,0,0,rural,41.297723,-72.907412
2024-01-20T03:35:00,D00019,29.71,2.168,0,1.051,1,0,urban,41.248783,-72.90337
2024-04-07T05:56:00,D00474,67.61,1.15,0,0.995,1,0,highway,41.241423,-72.895649
2024-02-06T13:36:00,D00164,78.67,1.271,0,0.609,0,0,highway,41.30582,-72.860534
2024-06-15T12:50:00,D00073,60.41,1.662,0,1.646,0,0,highway,41.238824,-72.854991
2024-04-12T20:56:00,D00391,75.43,1.171,0,0.597,0,0,highway,41.285128,-73.020536
2024-03-16T21:34:00,D00168,34.77,0.497,0,0.778,0,0,urban,41.409405,-72.925585
2024-04-13T07:55:00,D00114,57.42,0.844,0,0.348,0,1,rural,41.29512,-72.861081
2024-05-20T02:38:00,D00101,47.26,0.112,0,0.662,1,0,rural,41.37667,-72.925317
2024-05-23T21:12:00,D00058,39.39,0.774,0,0.483,0,0,urban,41.308515,-72.927156
2024-05-17T08:23:00,D00353,69.3,0.0,0,0.971,0,1,highway,41.334635,-72.899541
2024-02-25T17:21:00,D00115,46.08,1.38,0,0.997,0,1,rural,41.315139,-72.950314
2024-03-07T15:54:00,D00083,39.14,0.859,0,0.337,0,0,urban,41.37244,-72.967388
2024-06-22T00:38:00,D00101,65.12,0.664,0,0.983,1,0,highway,41.296694,-72.936829
2024-01-19T01:50:00,D00080,30.88,0.626,0,1.069,1,0,urban,41.330547,-72.905135
